EllipObject 16640, PlaneEdges 544( V 544, P 0 )
 -> Valid edges : 
   v 380 : 4.12408e-10
   v 381 : 3.38533e-10
   v 382 : 5.18456e-10
   v 383 : 3.03605e-10
   v 384 : 4.12408e-10
   v 385 : 3.38533e-10
   v 386 : 5.18456e-10
   v 387 : 3.03605e-10
   v 388 : 4.12408e-10
   v 389 : 3.38533e-10
   v 390 : 5.18456e-10
   v 391 : 3.03605e-10
   v 392 : 4.12408e-10
   v 393 : 3.38533e-10
   v 394 : 5.18456e-10
   v 395 : 3.03605e-10
   v 396 : 4.12408e-10
   v 397 : 3.38533e-10
   v 398 : 5.18456e-10
   v 399 : 3.03605e-10
   v 400 : 4.12408e-10
   v 401 : 3.38533e-10
   v 402 : 5.18456e-10
   v 403 : 3.03605e-10
   v 404 : 4.12408e-10
   v 405 : 3.38533e-10
   v 406 : 5.18456e-10
   v 407 : 3.03605e-10
   v 408 : 4.12408e-10
   v 409 : 3.38533e-10
   v 410 : 5.18456e-10
   v 411 : 3.03605e-10
   v 412 : 4.12408e-10
   v 413 : 3.38533e-10
   v 414 : 5.18456e-10
   v 415 : 3.03605e-10
   v 416 : 4.12408e-10
   v 417 : 3.38533e-10
   v 418 : 5.18456e-10
   v 419 : 3.03605e-10
   v 420 : 4.12408e-10
   v 421 : 3.38533e-10
   v 422 : 5.18456e-10
   v 423 : 3.03605e-10
   v 424 : 4.12408e-10
   v 425 : 3.38533e-10
   v 426 : 5.18456e-10
   v 427 : 3.03605e-10
   v 428 : 4.12408e-10
   v 429 : 3.38533e-10
   v 430 : 5.18456e-10
   v 431 : 3.03605e-10
   v 432 : 4.12408e-10
   v 433 : 3.38533e-10
   v 434 : 5.18456e-10
   v 435 : 3.03605e-10
   v 436 : 4.12408e-10
   v 437 : 3.38533e-10
   v 438 : 5.18456e-10
   v 439 : 3.03605e-10
   v 440 : 4.12408e-10
   v 441 : 3.38533e-10
   v 442 : 5.18456e-10
   v 443 : 3.03605e-10
   v 444 : 4.12408e-10
   v 445 : 3.38533e-10
   v 446 : 5.18456e-10
   v 447 : 3.03605e-10
   v 448 : 4.12408e-10
   v 449 : 3.38533e-10
   v 450 : 5.18456e-10
   v 451 : 3.03605e-10
   v 452 : 4.12408e-10
   v 453 : 3.38533e-10
   v 454 : 5.18456e-10
   v 455 : 3.03605e-10
   v 456 : 4.12408e-10
   v 457 : 3.38533e-10
   v 458 : 5.18456e-10
   v 459 : 3.03605e-10
   v 460 : 4.12408e-10
   v 461 : 3.38533e-10
   v 462 : 5.18456e-10
   v 463 : 3.03605e-10
   v 464 : 4.12408e-10
   v 465 : 3.38533e-10
   v 466 : 5.18456e-10
   v 467 : 3.03605e-10
   v 468 : 4.12408e-10
   v 469 : 3.38533e-10
   v 470 : 5.18456e-10
   v 471 : 3.03605e-10
   v 472 : 4.12408e-10
   v 473 : 3.38533e-10
   v 474 : 5.18456e-10
   v 475 : 3.03605e-10
   v 476 : 4.12408e-10
   v 477 : 3.38533e-10
   v 478 : 5.18456e-10
   v 479 : 3.03605e-10
   v 480 : 4.12408e-10
   v 481 : 3.38533e-10
   v 482 : 5.18456e-10
   v 483 : 3.03605e-10
   v 484 : 4.12408e-10
   v 485 : 3.38533e-10
   v 486 : 5.18456e-10
   v 487 : 3.03605e-10
   v 488 : 4.12408e-10
   v 489 : 3.38533e-10
   v 490 : 5.18456e-10
   v 491 : 3.03605e-10
   v 492 : 4.12408e-10
   v 493 : 3.38533e-10
   v 494 : 5.18456e-10
   v 495 : 3.03605e-10
   v 496 : 4.12408e-10
   v 497 : 3.38533e-10
   v 498 : 5.18456e-10
   v 499 : 3.03605e-10
   v 500 : 4.12408e-10
   v 501 : 3.38533e-10
   v 502 : 5.18456e-10
   v 503 : 3.03605e-10
   v 504 : 4.12408e-10
   v 505 : 3.38533e-10
   v 506 : 5.18456e-10
   v 507 : 3.03605e-10
   v 508 : 4.12408e-10
   v 509 : 3.38533e-10
   v 510 : 5.18456e-10
   v 511 : 3.03605e-10
   v 512 : 4.12408e-10
   v 513 : 3.38533e-10
   v 514 : 5.18456e-10
   v 515 : 3.03605e-10
   v 516 : 4.12408e-10
   v 517 : 3.38533e-10
   v 518 : 5.18456e-10
   v 519 : 3.03605e-10
   v 520 : 4.12408e-10
   v 521 : 3.38533e-10
   v 522 : 5.18456e-10
   v 523 : 3.03605e-10
   v 524 : 4.12408e-10
   v 525 : 3.38533e-10
   v 526 : 5.18456e-10
   v 527 : 3.03605e-10
   v 528 : 4.12408e-10
   v 529 : 3.38533e-10
   v 530 : 5.18456e-10
   v 531 : 3.03605e-10
   v 532 : 4.12408e-10
   v 533 : 3.38533e-10
   v 534 : 5.18456e-10
   v 535 : 3.03605e-10
   v 536 : 4.12408e-10
   v 537 : 3.38533e-10
   v 538 : 5.18456e-10
   v 539 : 3.03605e-10
   v 540 : 4.12408e-10
   v 541 : 3.38533e-10
   v 542 : 5.18456e-10
   v 543 : 3.03605e-10

 -> Partial edges : 

EllipObject 16642, PlaneEdges 544( V 544, P 0 )
 -> Valid edges : 
   v 0 : 1.25601e-09
   v 1 : 2.81652e-10
   v 2 : 6.33801e-11
   v 3 : 3.62299e-11
   v 4 : 1.25601e-09
   v 5 : 2.81652e-10
   v 6 : 6.33801e-11
   v 7 : 3.62299e-11
   v 8 : 1.25601e-09
   v 9 : 2.81652e-10
   v 10 : 6.33801e-11
   v 11 : 3.62299e-11
   v 12 : 1.25601e-09
   v 13 : 2.81652e-10
   v 14 : 6.33801e-11
   v 15 : 3.62299e-11
   v 16 : 1.25601e-09
   v 17 : 2.81652e-10
   v 18 : 6.33801e-11
   v 19 : 3.62299e-11
   v 20 : 1.25601e-09
   v 21 : 2.81652e-10
   v 22 : 6.33801e-11
   v 23 : 3.62299e-11
   v 24 : 1.25601e-09
   v 25 : 2.81652e-10
   v 26 : 6.33801e-11
   v 27 : 3.62299e-11
   v 28 : 1.25601e-09
   v 29 : 2.81652e-10
   v 30 : 6.33801e-11
   v 31 : 3.62299e-11
   v 32 : 1.25601e-09
   v 33 : 2.81652e-10
   v 34 : 6.33801e-11
   v 35 : 3.62299e-11
   v 36 : 1.25601e-09
   v 37 : 2.81652e-10
   v 38 : 6.33801e-11
   v 39 : 3.62299e-11
   v 40 : 1.25601e-09
   v 41 : 2.81652e-10
   v 42 : 6.33801e-11
   v 43 : 3.62299e-11
   v 44 : 1.25601e-09
   v 45 : 2.81652e-10
   v 46 : 6.33801e-11
   v 47 : 3.62299e-11
   v 48 : 1.25601e-09
   v 49 : 2.81652e-10
   v 50 : 6.33801e-11
   v 51 : 3.62299e-11
   v 52 : 1.25601e-09
   v 53 : 2.81652e-10
   v 54 : 6.33801e-11
   v 55 : 3.62299e-11
   v 56 : 1.25601e-09
   v 57 : 2.81652e-10
   v 58 : 6.33801e-11
   v 59 : 3.62299e-11
   v 60 : 1.25601e-09
   v 61 : 2.81652e-10
   v 62 : 6.33801e-11
   v 63 : 3.62299e-11
   v 64 : 1.25601e-09
   v 65 : 2.81652e-10
   v 66 : 6.33801e-11
   v 67 : 3.62299e-11
   v 68 : 1.25601e-09
   v 69 : 2.81652e-10
   v 70 : 6.33801e-11
   v 71 : 3.62299e-11
   v 72 : 1.25601e-09
   v 73 : 2.81652e-10
   v 74 : 6.33801e-11
   v 75 : 3.62299e-11
   v 76 : 1.25601e-09
   v 77 : 2.81652e-10
   v 78 : 6.33801e-11
   v 79 : 3.62299e-11
   v 80 : 1.25601e-09
   v 81 : 2.81652e-10
   v 82 : 6.33801e-11
   v 83 : 3.62299e-11
   v 84 : 1.25601e-09
   v 85 : 2.81652e-10
   v 86 : 6.33801e-11
   v 87 : 3.62299e-11
   v 88 : 1.25601e-09
   v 89 : 2.81652e-10
   v 90 : 6.33801e-11
   v 91 : 3.62299e-11
   v 92 : 1.25601e-09
   v 93 : 2.81652e-10
   v 94 : 6.33801e-11
   v 95 : 3.62299e-11
   v 96 : 1.25601e-09
   v 97 : 2.81652e-10
   v 98 : 6.33801e-11
   v 99 : 3.62299e-11
   v 100 : 1.25601e-09
   v 101 : 2.81652e-10
   v 102 : 6.33801e-11
   v 103 : 3.62299e-11
   v 104 : 1.25601e-09
   v 105 : 2.81652e-10
   v 106 : 6.33801e-11
   v 107 : 3.62299e-11
   v 108 : 1.25601e-09
   v 109 : 2.81652e-10
   v 110 : 6.33801e-11
   v 111 : 3.62299e-11
   v 112 : 1.25601e-09
   v 113 : 2.81652e-10
   v 114 : 6.33801e-11
   v 115 : 3.62299e-11
   v 116 : 1.25601e-09
   v 117 : 2.81652e-10
   v 118 : 6.33801e-11
   v 119 : 3.62299e-11
   v 120 : 1.25601e-09
   v 121 : 2.81652e-10
   v 122 : 6.33801e-11
   v 123 : 3.62299e-11
   v 124 : 1.25601e-09
   v 125 : 2.81652e-10
   v 126 : 6.33801e-11
   v 127 : 3.62299e-11
   v 128 : 1.25601e-09
   v 129 : 2.81652e-10
   v 130 : 6.33801e-11
   v 131 : 3.62299e-11
   v 132 : 1.25601e-09
   v 133 : 2.81652e-10
   v 134 : 6.33801e-11
   v 135 : 3.62299e-11
   v 136 : 1.25601e-09
   v 137 : 2.81652e-10
   v 138 : 6.33801e-11
   v 139 : 3.62299e-11
   v 140 : 1.25601e-09
   v 141 : 2.81652e-10
   v 142 : 6.33801e-11
   v 143 : 3.62299e-11
   v 144 : 1.25601e-09
   v 145 : 2.81652e-10
   v 146 : 6.33801e-11
   v 147 : 3.62299e-11
   v 148 : 1.25601e-09
   v 149 : 2.81652e-10
   v 150 : 6.33801e-11
   v 151 : 3.62299e-11
   v 152 : 1.25601e-09
   v 153 : 2.81652e-10
   v 154 : 6.33801e-11
   v 155 : 3.62299e-11
   v 156 : 1.25601e-09
   v 157 : 2.81652e-10
   v 158 : 6.33801e-11
   v 159 : 3.62299e-11
   v 160 : 1.25601e-09
   v 161 : 2.81652e-10
   v 162 : 6.33801e-11
   v 163 : 3.62299e-11
   v 164 : 1.25601e-09
   v 165 : 2.81652e-10
   v 166 : 6.33801e-11
   v 167 : 3.62299e-11
   v 168 : 1.25601e-09
   v 169 : 2.81652e-10
   v 170 : 6.33801e-11
   v 171 : 3.62299e-11
   v 172 : 1.25601e-09
   v 173 : 2.81652e-10
   v 174 : 6.33801e-11
   v 175 : 3.62299e-11
   v 176 : 1.25601e-09
   v 177 : 2.81652e-10
   v 178 : 6.33801e-11
   v 179 : 3.62299e-11
   v 180 : 1.25601e-09
   v 181 : 2.81652e-10
   v 182 : 6.33801e-11
   v 183 : 3.62299e-11
   v 184 : 1.25601e-09
   v 185 : 2.81652e-10
   v 186 : 6.33801e-11
   v 187 : 3.62299e-11
   v 188 : 1.25601e-09
   v 189 : 2.81652e-10
   v 190 : 6.33801e-11
   v 191 : 3.62299e-11
   v 192 : 1.25601e-09
   v 193 : 2.81652e-10
   v 194 : 6.33801e-11
   v 195 : 3.62299e-11
   v 196 : 1.25601e-09
   v 197 : 2.81652e-10
   v 198 : 6.33801e-11
   v 199 : 3.62299e-11
   v 200 : 1.25601e-09
   v 201 : 2.81652e-10
   v 202 : 6.33801e-11
   v 203 : 3.62299e-11
   v 204 : 1.25601e-09
   v 205 : 2.81652e-10
   v 206 : 6.33801e-11
   v 207 : 3.62299e-11
   v 208 : 1.25601e-09
   v 209 : 2.81652e-10
   v 210 : 6.33801e-11
   v 211 : 3.62299e-11
   v 212 : 1.25601e-09
   v 213 : 2.81652e-10
   v 214 : 6.33801e-11
   v 215 : 3.62299e-11
   v 216 : 1.25601e-09
   v 217 : 2.81652e-10
   v 218 : 6.33801e-11
   v 219 : 3.62299e-11
   v 220 : 1.25601e-09
   v 221 : 2.81652e-10
   v 222 : 6.33801e-11
   v 223 : 3.62299e-11
   v 224 : 1.25601e-09
   v 225 : 2.81652e-10
   v 226 : 6.33801e-11
   v 227 : 3.62299e-11
   v 228 : 1.25601e-09
   v 229 : 2.81652e-10
   v 230 : 6.33801e-11
   v 231 : 3.62299e-11
   v 232 : 1.25601e-09
   v 233 : 2.81652e-10
   v 234 : 6.33801e-11
   v 235 : 3.62299e-11
   v 236 : 1.25601e-09
   v 237 : 2.81652e-10
   v 238 : 6.33801e-11
   v 239 : 3.62299e-11
   v 240 : 1.25601e-09
   v 241 : 2.81652e-10
   v 242 : 6.33801e-11
   v 243 : 3.62299e-11
   v 244 : 1.25601e-09
   v 245 : 2.81652e-10
   v 246 : 6.33801e-11
   v 247 : 3.62299e-11
   v 248 : 1.25601e-09
   v 249 : 2.81652e-10
   v 250 : 6.33801e-11
   v 251 : 3.62299e-11
   v 252 : 1.25601e-09
   v 253 : 2.81652e-10
   v 254 : 6.33801e-11
   v 255 : 3.62299e-11
   v 256 : 1.25601e-09
   v 257 : 2.81652e-10
   v 258 : 6.33801e-11
   v 259 : 3.62299e-11
   v 260 : 1.25601e-09
   v 261 : 2.81652e-10
   v 262 : 6.33801e-11
   v 263 : 3.62299e-11
   v 264 : 1.25601e-09
   v 265 : 2.81652e-10
   v 266 : 6.33801e-11
   v 267 : 3.62299e-11
   v 268 : 1.25601e-09
   v 269 : 2.81652e-10
   v 270 : 6.33801e-11
   v 271 : 3.62299e-11
   v 272 : 1.25601e-09
   v 273 : 2.81652e-10
   v 274 : 6.33801e-11
   v 275 : 3.62299e-11
   v 276 : 1.25601e-09
   v 277 : 2.81652e-10
   v 278 : 6.33801e-11
   v 279 : 3.62299e-11
   v 280 : 1.25601e-09
   v 281 : 2.81652e-10
   v 282 : 6.33801e-11
   v 283 : 3.62299e-11
   v 284 : 1.25601e-09
   v 285 : 2.81652e-10
   v 286 : 6.33801e-11
   v 287 : 3.62299e-11
   v 288 : 1.25601e-09
   v 289 : 2.81652e-10
   v 290 : 6.33801e-11
   v 291 : 3.62299e-11
   v 292 : 1.25601e-09
   v 293 : 2.81652e-10
   v 294 : 6.33801e-11
   v 295 : 3.62299e-11
   v 296 : 1.25601e-09
   v 297 : 2.81652e-10
   v 298 : 6.33801e-11
   v 299 : 3.62299e-11
   v 300 : 1.25601e-09
   v 301 : 2.81652e-10
   v 302 : 6.33801e-11
   v 303 : 3.62299e-11
   v 304 : 1.25601e-09
   v 305 : 2.81652e-10
   v 306 : 6.33801e-11
   v 307 : 3.62299e-11
   v 308 : 1.25601e-09
   v 309 : 2.81652e-10
   v 310 : 6.33801e-11
   v 311 : 3.62299e-11
   v 312 : 1.25601e-09
   v 313 : 2.81652e-10
   v 314 : 6.33801e-11
   v 315 : 3.62299e-11
   v 316 : 1.25601e-09
   v 317 : 2.81652e-10
   v 318 : 6.33801e-11
   v 319 : 3.62299e-11
   v 320 : 1.25601e-09
   v 321 : 2.81652e-10
   v 322 : 6.33801e-11
   v 323 : 3.62299e-11
   v 324 : 1.25601e-09
   v 325 : 2.81652e-10
   v 326 : 6.33801e-11
   v 327 : 3.62299e-11
   v 328 : 1.25601e-09
   v 329 : 2.81652e-10
   v 330 : 6.33801e-11
   v 331 : 3.62299e-11
   v 332 : 1.25601e-09
   v 333 : 2.81652e-10
   v 334 : 6.33801e-11
   v 335 : 3.62299e-11
   v 336 : 1.25601e-09
   v 337 : 2.81652e-10
   v 338 : 6.33801e-11
   v 339 : 3.62299e-11
   v 340 : 1.25601e-09
   v 341 : 2.81652e-10
   v 342 : 6.33801e-11
   v 343 : 3.62299e-11
   v 344 : 1.25601e-09
   v 345 : 2.81652e-10
   v 346 : 6.33801e-11
   v 347 : 3.62299e-11
   v 348 : 1.25601e-09
   v 349 : 2.81652e-10
   v 350 : 6.33801e-11
   v 351 : 3.62299e-11
   v 352 : 1.25601e-09
   v 353 : 2.81652e-10
   v 354 : 6.33801e-11
   v 355 : 3.62299e-11
   v 356 : 1.25601e-09
   v 357 : 2.81652e-10
   v 358 : 6.33801e-11
   v 359 : 3.62299e-11
   v 360 : 1.25601e-09
   v 361 : 2.81652e-10
   v 362 : 6.33801e-11
   v 363 : 3.62299e-11
   v 364 : 1.25601e-09
   v 365 : 2.81652e-10
   v 366 : 6.33801e-11
   v 367 : 3.62299e-11
   v 368 : 1.25601e-09
   v 369 : 2.81652e-10
   v 370 : 6.33801e-11
   v 371 : 3.62299e-11
   v 372 : 1.25601e-09
   v 373 : 2.81652e-10
   v 374 : 6.33801e-11
   v 375 : 3.62299e-11
   v 376 : 1.25601e-09
   v 377 : 2.81652e-10
   v 378 : 6.33801e-11
   v 379 : 3.62299e-11
   v 380 : 1.25601e-09
   v 381 : 2.81652e-10
   v 382 : 6.33801e-11
   v 383 : 3.62299e-11
   v 384 : 1.25601e-09
   v 385 : 2.81652e-10
   v 386 : 6.33801e-11
   v 387 : 3.62299e-11
   v 388 : 1.25601e-09
   v 389 : 2.81652e-10
   v 390 : 6.33801e-11
   v 391 : 3.62299e-11
   v 392 : 1.25601e-09
   v 393 : 2.81652e-10
   v 394 : 6.33801e-11
   v 395 : 3.62299e-11
   v 396 : 1.25601e-09
   v 397 : 2.81652e-10
   v 398 : 6.33801e-11
   v 399 : 3.62299e-11
   v 400 : 1.25601e-09
   v 401 : 2.81652e-10
   v 402 : 6.33801e-11
   v 403 : 3.62299e-11
   v 404 : 1.25601e-09
   v 405 : 2.81652e-10
   v 406 : 6.33801e-11
   v 407 : 3.62299e-11
   v 408 : 1.25601e-09
   v 409 : 2.81652e-10
   v 410 : 6.33801e-11
   v 411 : 3.62299e-11
   v 412 : 1.25601e-09
   v 413 : 2.81652e-10
   v 414 : 6.33801e-11
   v 415 : 3.62299e-11
   v 416 : 1.25601e-09
   v 417 : 2.81652e-10
   v 418 : 6.33801e-11
   v 419 : 3.62299e-11
   v 420 : 1.25601e-09
   v 421 : 2.81652e-10
   v 422 : 6.33801e-11
   v 423 : 3.62299e-11
   v 424 : 1.25601e-09
   v 425 : 2.81652e-10
   v 426 : 6.33801e-11
   v 427 : 3.62299e-11
   v 428 : 1.25601e-09
   v 429 : 2.81652e-10
   v 430 : 6.33801e-11
   v 431 : 3.62299e-11
   v 432 : 1.25601e-09
   v 433 : 2.81652e-10
   v 434 : 6.33801e-11
   v 435 : 3.62299e-11
   v 436 : 1.25601e-09
   v 437 : 2.81652e-10
   v 438 : 6.33801e-11
   v 439 : 3.62299e-11
   v 440 : 1.25601e-09
   v 441 : 2.81652e-10
   v 442 : 6.33801e-11
   v 443 : 3.62299e-11
   v 444 : 1.25601e-09
   v 445 : 2.81652e-10
   v 446 : 6.33801e-11
   v 447 : 3.62299e-11
   v 448 : 1.25601e-09
   v 449 : 2.81652e-10
   v 450 : 6.33801e-11
   v 451 : 3.62299e-11
   v 452 : 1.25601e-09
   v 453 : 2.81652e-10
   v 454 : 6.33801e-11
   v 455 : 3.62299e-11
   v 456 : 1.25601e-09
   v 457 : 2.81652e-10
   v 458 : 6.33801e-11
   v 459 : 3.62299e-11
   v 460 : 1.25601e-09
   v 461 : 2.81652e-10
   v 462 : 6.33801e-11
   v 463 : 3.62299e-11
   v 464 : 1.25601e-09
   v 465 : 2.81652e-10
   v 466 : 6.33801e-11
   v 467 : 3.62299e-11
   v 468 : 1.25601e-09
   v 469 : 2.81652e-10
   v 470 : 6.33801e-11
   v 471 : 3.62299e-11
   v 472 : 1.25601e-09
   v 473 : 2.81652e-10
   v 474 : 6.33801e-11
   v 475 : 3.62299e-11
   v 476 : 1.25601e-09
   v 477 : 2.81652e-10
   v 478 : 6.33801e-11
   v 479 : 3.62299e-11
   v 480 : 1.25601e-09
   v 481 : 2.81652e-10
   v 482 : 6.33801e-11
   v 483 : 3.62299e-11
   v 484 : 1.25601e-09
   v 485 : 2.81652e-10
   v 486 : 6.33801e-11
   v 487 : 3.62299e-11
   v 488 : 1.25601e-09
   v 489 : 2.81652e-10
   v 490 : 6.33801e-11
   v 491 : 3.62299e-11
   v 492 : 1.25601e-09
   v 493 : 2.81652e-10
   v 494 : 6.33801e-11
   v 495 : 3.62299e-11
   v 496 : 1.25601e-09
   v 497 : 2.81652e-10
   v 498 : 6.33801e-11
   v 499 : 3.62299e-11
   v 500 : 1.25601e-09
   v 501 : 2.81652e-10
   v 502 : 6.33801e-11
   v 503 : 3.62299e-11
   v 504 : 1.25601e-09
   v 505 : 2.81652e-10
   v 506 : 6.33801e-11
   v 507 : 3.62299e-11
   v 508 : 1.25601e-09
   v 509 : 2.81652e-10
   v 510 : 6.33801e-11
   v 511 : 3.62299e-11
   v 512 : 1.25601e-09
   v 513 : 2.81652e-10
   v 514 : 6.33801e-11
   v 515 : 3.62299e-11
   v 516 : 1.25601e-09
   v 517 : 2.81652e-10
   v 518 : 6.33801e-11
   v 519 : 3.62299e-11
   v 520 : 1.25601e-09
   v 521 : 2.81652e-10
   v 522 : 6.33801e-11
   v 523 : 3.62299e-11
   v 524 : 1.25601e-09
   v 525 : 2.81652e-10
   v 526 : 6.33801e-11
   v 527 : 3.62299e-11
   v 528 : 1.25601e-09
   v 529 : 2.81652e-10
   v 530 : 6.33801e-11
   v 531 : 3.62299e-11
   v 532 : 1.25601e-09
   v 533 : 2.81652e-10
   v 534 : 6.33801e-11
   v 535 : 3.62299e-11
   v 536 : 1.25601e-09
   v 537 : 2.81652e-10
   v 538 : 6.33801e-11
   v 539 : 3.62299e-11
   v 540 : 1.25601e-09
   v 541 : 2.81652e-10
   v 542 : 6.33801e-11
   v 543 : 3.62299e-11

 -> Partial edges : 

